"date","store_id","product_id","category","region","inventory_level","units_sold","units_ordered","demand_forecast","price","discount","holiday_promotion","competitor_pricing","seasonality","retail_rent_index","year","month","sales_gap","price_diff_vs_competitor","period","promo_flag"
2017-01-01,"W005","PTO593","Toys & Games","South",675,478,320,523.83,21.54,10,0,18.62,"Summer",124.0613,2017,"Jan",45.83,2.92,"Pre-2020","No Promotion"
2017-01-01,"W005","PSE678","Seasonal Products","North",855,520,510,450.29,14.99,0,0,14.89,"Winter",123.7413,2017,"Jan",-69.71,0.0999999999999996,"Pre-2020","No Promotion"
2017-02-01,"W001","PHO717","Household Essentials","North",1148,805,570,807.79,34.76,0,0,35.21,"Summer",122.1368,2017,"Feb",2.78999999999996,-0.450000000000003,"Pre-2020","No Promotion"
2017-02-01,"W001","PHO639","Homeware","North",1221,941,637,724.05,32.55,10,0,28.25,"Spring",124.8088,2017,"Feb",-216.95,4.3,"Pre-2020","No Promotion"
2017-02-01,"W001","PDI264","DIY & Decorating","East",841,515,421,397.13,49.81,0,0,45.92,"Spring",121.6709,2017,"Feb",-117.87,3.89,"Pre-2020","No Promotion"
2017-02-01,"W001","PGA353","Gardening","East",506,339,268,273.83,26.42,20,0,24.34,"Winter",126.1232,2017,"Feb",-65.17,2.08,"Pre-2020","No Promotion"
2017-02-01,"W001","PPE219","Pet Supplies","North",612,319,313,303.07,41.29,0,0,35.55,"Spring",127.923,2017,"Feb",-15.93,5.74,"Pre-2020","No Promotion"
2017-02-01,"W001","PHE256","Health & Beauty","West",518,329,281,389.48,39.95,0,0,35.89,"Autumn",127.2451,2017,"Feb",60.48,4.06,"Pre-2020","No Promotion"
2017-02-01,"W001","PST280","Stationery & Office Supplies","West",741,474,317,397.71,21.99,0,0,19.62,"Winter",124.4543,2017,"Feb",-76.29,2.37,"Pre-2020","No Promotion"
2017-02-01,"W001","PTO625","Toys & Games","Central",810,524,339,633.64,35.09,10,1,31.56,"Autumn",122.6276,2017,"Feb",109.64,3.53,"Pre-2020","Promotion"
2017-02-01,"W001","PSE265","Seasonal Products","East",602,382,271,394.66,9.34,0,0,9.58,"Summer",122.9048,2017,"Feb",12.66,-0.24,"Pre-2020","No Promotion"
2017-02-01,"W002","PHO327","Household Essentials","West",1017,546,539,671.97,13.68,10,0,14.12,"Autumn",124.2679,2017,"Feb",125.97,-0.44,"Pre-2020","No Promotion"
2017-02-01,"W002","PHO196","Homeware","East",1040,633,466,528.13,37.78,0,0,33.19,"Summer",122.2685,2017,"Feb",-104.87,4.59,"Pre-2020","No Promotion"
2017-02-01,"W002","PDI290","DIY & Decorating","East",737,474,441,530.18,43.29,0,0,37.65,"Spring",128.7195,2017,"Feb",56.1799999999999,5.64,"Pre-2020","No Promotion"
2017-02-01,"W002","PGA562","Gardening","West",880,602,392,595.78,7.3,10,0,7.2,"Winter",121.0309,2017,"Feb",-6.22000000000003,0.0999999999999996,"Pre-2020","No Promotion"
2017-02-01,"W002","PPE279","Pet Supplies","Central",607,380,264,304.81,16.8,0,0,16.77,"Summer",124.0349,2017,"Feb",-75.19,0.0300000000000011,"Pre-2020","No Promotion"
2017-02-01,"W002","PHE946","Health & Beauty","Central",537,270,293,203.44,44.26,10,1,38.12,"Spring",128.1807,2017,"Feb",-66.56,6.14,"Pre-2020","Promotion"
2017-02-01,"W002","PST729","Stationery & Office Supplies","South",710,547,293,657.91,37.8,0,0,37.95,"Summer",126.0771,2017,"Feb",110.91,-0.150000000000006,"Pre-2020","No Promotion"
2017-02-01,"W002","PTO589","Toys & Games","West",614,349,331,273.19,27.44,10,0,25.16,"Summer",122.2067,2017,"Feb",-75.81,2.28,"Pre-2020","No Promotion"
2017-02-01,"W002","PSE826","Seasonal Products","Central",808,483,368,504.77,44.85,0,0,43.84,"Winter",121.2259,2017,"Feb",21.77,1.01,"Pre-2020","No Promotion"
2017-02-01,"W003","PHO353","Household Essentials","North",955,638,444,682.63,18.77,0,0,17.5,"Summer",122.5104,2017,"Feb",44.63,1.27,"Pre-2020","No Promotion"
2017-02-01,"W003","PHO106","Homeware","North",1229,703,530,744.14,31.95,10,1,30.9,"Winter",122.6104,2017,"Feb",41.14,1.05,"Pre-2020","Promotion"
2017-02-01,"W003","PDI201","DIY & Decorating","North",828,441,484,436.38,39.4,0,0,36.32,"Summer",124.7153,2017,"Feb",-4.62,3.08,"Pre-2020","No Promotion"
2017-02-01,"W003","PGA535","Gardening","East",555,346,277,392.66,33.64,0,0,34.26,"Summer",121.2708,2017,"Feb",46.66,-0.619999999999997,"Pre-2020","No Promotion"
2017-02-01,"W003","PPE176","Pet Supplies","West",502,400,265,405.76,21.43,10,0,19.05,"Spring",124.1425,2017,"Feb",5.75999999999999,2.38,"Pre-2020","No Promotion"
2017-02-01,"W003","PHE438","Health & Beauty","North",484,251,274,265.72,12.95,10,0,13.1,"Winter",121.591,2017,"Feb",14.72,-0.15,"Pre-2020","No Promotion"
2017-02-01,"W003","PST770","Stationery & Office Supplies","West",515,343,296,259.96,8.01,0,0,7.07,"Winter",121.0442,2017,"Feb",-83.04,0.94,"Pre-2020","No Promotion"
2017-02-01,"W003","PTO103","Toys & Games","South",656,471,287,415.02,15.96,0,1,14.04,"Winter",124.6471,2017,"Feb",-55.98,1.92,"Pre-2020","Promotion"
2017-02-01,"W003","PSE320","Seasonal Products","Central",571,387,327,451.57,24.19,0,0,23.69,"Winter",122.0714,2017,"Feb",64.57,0.5,"Pre-2020","No Promotion"
2017-02-01,"W004","PHO207","Household Essentials","North",1141,897,652,976.66,14.02,0,0,12.12,"Summer",128.3798,2017,"Feb",79.66,1.9,"Pre-2020","No Promotion"
2017-02-01,"W004","PHO122","Homeware","Central",1068,824,538,990.63,45.57,0,0,40.53,"Spring",125.213,2017,"Feb",166.63,5.04,"Pre-2020","No Promotion"
2017-02-01,"W004","PDI956","DIY & Decorating","West",835,436,427,431.11,14.69,0,0,12.52,"Winter",125.4047,2017,"Feb",-4.88999999999999,2.17,"Pre-2020","No Promotion"
2017-02-01,"W004","PGA344","Gardening","Central",705,399,313,419.84,45.33,10,0,44.62,"Winter",122.9477,2017,"Feb",20.84,0.710000000000001,"Pre-2020","No Promotion"
2017-02-01,"W004","PPE505","Pet Supplies","North",830,463,481,509.16,40.56,0,0,35.48,"Autumn",125.2821,2017,"Feb",46.16,5.08000000000001,"Pre-2020","No Promotion"
2017-02-01,"W004","PHE748","Health & Beauty","South",477,316,209,337.37,6.94,0,1,7.28,"Summer",122.8579,2017,"Feb",21.37,-0.34,"Pre-2020","Promotion"
2017-02-01,"W004","PST496","Stationery & Office Supplies","South",840,499,427,535.08,38.13,0,1,33.84,"Summer",126.5156,2017,"Feb",36.08,4.29,"Pre-2020","Promotion"
2017-02-01,"W004","PTO624","Toys & Games","South",471,344,199,344.43,46.51,20,1,43.63,"Spring",125.4892,2017,"Feb",0.430000000000007,2.88,"Pre-2020","Promotion"
2017-02-01,"W004","PSE554","Seasonal Products","East",798,572,350,565.29,10.27,10,1,9.82,"Spring",124.6468,2017,"Feb",-6.71000000000004,0.449999999999999,"Pre-2020","Promotion"
2017-02-01,"W005","PHO195","Household Essentials","West",1218,921,697,797.89,9.27,0,0,9.69,"Spring",126.1827,2017,"Feb",-123.11,-0.42,"Pre-2020","No Promotion"
2017-02-01,"W005","PHO649","Homeware","West",1286,929,655,1058.68,23.5,10,1,20.41,"Winter",120.2725,2017,"Feb",129.68,3.09,"Pre-2020","Promotion"
2017-02-01,"W005","PDI780","DIY & Decorating","West",610,451,260,378.07,26.48,0,0,24.6,"Spring",123.5797,2017,"Feb",-72.93,1.88,"Pre-2020","No Promotion"
2017-02-01,"W005","PGA891","Gardening","South",638,405,331,357.62,39.54,10,1,34.39,"Summer",128.037,2017,"Feb",-47.38,5.15,"Pre-2020","Promotion"
2017-02-01,"W005","PPE679","Pet Supplies","North",656,507,353,477.05,15.74,0,0,13.6,"Autumn",123.1374,2017,"Feb",-29.95,2.14,"Pre-2020","No Promotion"
2017-02-01,"W005","PHE564","Health & Beauty","South",873,460,452,556.41,47.74,20,0,48.66,"Autumn",123.4393,2017,"Feb",96.41,-0.919999999999995,"Pre-2020","No Promotion"
2017-02-01,"W005","PST718","Stationery & Office Supplies","East",895,659,527,796.76,15.71,10,0,15.46,"Autumn",126.3211,2017,"Feb",137.76,0.25,"Pre-2020","No Promotion"
2017-02-01,"W005","PTO983","Toys & Games","South",670,394,314,392.01,48.87,20,0,49,"Summer",123.0289,2017,"Feb",-1.99000000000001,-0.130000000000003,"Pre-2020","No Promotion"
2017-02-01,"W005","PSE958","Seasonal Products","West",862,536,363,448.38,41.52,0,0,37.44,"Summer",124.1147,2017,"Feb",-87.62,4.08000000000001,"Pre-2020","No Promotion"
2017-03-01,"W001","PHO770","Household Essentials","South",1059,768,481,910.33,9.91,20,0,8.83,"Summer",127.547,2017,"Mar",142.33,1.08,"Pre-2020","No Promotion"
2017-03-01,"W001","PHO516","Homeware","East",1094,685,535,552.28,33.76,0,0,30.12,"Summer",120.5782,2017,"Mar",-132.72,3.64,"Pre-2020","No Promotion"
2017-03-01,"W001","PDI616","DIY & Decorating","South",685,364,348,323.05,37.68,0,0,32.03,"Summer",125.3999,2017,"Mar",-40.95,5.65,"Pre-2020","No Promotion"
2017-03-01,"W001","PGA915","Gardening","Central",872,487,460,397.23,11.69,0,0,10.7,"Summer",124.8182,2017,"Mar",-89.77,0.99,"Pre-2020","No Promotion"
2017-03-01,"W001","PPE784","Pet Supplies","Central",640,406,289,489.11,21.64,0,0,21.85,"Spring",125.9949,2017,"Mar",83.11,-0.210000000000001,"Pre-2020","No Promotion"
2017-03-01,"W001","PHE467","Health & Beauty","South",800,441,361,369.57,14.17,0,0,14.22,"Summer",126.7244,2017,"Mar",-71.43,-0.0500000000000007,"Pre-2020","No Promotion"
2017-03-01,"W001","PST156","Stationery & Office Supplies","North",441,296,210,324.95,13.2,10,0,13.78,"Spring",125.3346,2017,"Mar",28.95,-0.58,"Pre-2020","No Promotion"
2017-03-01,"W001","PTO751","Toys & Games","Central",558,360,316,315.28,37.27,0,1,34.72,"Autumn",124.8406,2017,"Mar",-44.72,2.55,"Pre-2020","Promotion"
2017-03-01,"W001","PSE737","Seasonal Products","East",828,420,342,425.41,10.83,20,0,10.2,"Spring",126.1567,2017,"Mar",5.41000000000003,0.630000000000001,"Pre-2020","No Promotion"
2017-03-01,"W002","PHO960","Household Essentials","South",978,540,575,645.17,32.48,0,1,27.62,"Summer",128.9781,2017,"Mar",105.17,4.86,"Pre-2020","Promotion"
2017-03-01,"W002","PHO954","Homeware","Central",1160,635,554,570.68,31.96,10,1,29.48,"Summer",121.8707,2017,"Mar",-64.3200000000001,2.48,"Pre-2020","Promotion"
2017-03-01,"W002","PDI361","DIY & Decorating","North",818,463,387,446.51,20.29,10,1,18.89,"Spring",124.1644,2017,"Mar",-16.49,1.4,"Pre-2020","Promotion"
2017-03-01,"W002","PGA662","Gardening","West",544,288,318,341.66,18.88,20,0,16.98,"Autumn",124.1434,2017,"Mar",53.66,1.9,"Pre-2020","No Promotion"
2017-03-01,"W002","PPE842","Pet Supplies","Central",727,489,432,597.77,9.43,20,0,8.51,"Winter",123.4506,2017,"Mar",108.77,0.92,"Pre-2020","No Promotion"
2017-03-01,"W002","PHE372","Health & Beauty","West",679,391,381,323.41,5.25,0,0,4.82,"Winter",124.2858,2017,"Mar",-67.59,0.43,"Pre-2020","No Promotion"
2017-03-01,"W002","PST337","Stationery & Office Supplies","South",426,331,194,255.43,32.92,10,0,28.35,"Spring",122.4987,2017,"Mar",-75.57,4.57,"Pre-2020","No Promotion"
2017-03-01,"W002","PTO493","Toys & Games","North",837,645,398,653.18,5.14,20,1,4.69,"Winter",121.9681,2017,"Mar",8.17999999999995,0.449999999999999,"Pre-2020","Promotion"
2017-03-01,"W002","PSE144","Seasonal Products","East",416,328,208,322.94,45.54,0,1,44.14,"Summer",123.1558,2017,"Mar",-5.06,1.4,"Pre-2020","Promotion"
2017-03-01,"W003","PHO827","Household Essentials","South",1210,731,529,552.7,12.83,10,0,12.98,"Spring",126.9035,2017,"Mar",-178.3,-0.15,"Pre-2020","No Promotion"
2017-03-01,"W003","PHO642","Homeware","West",995,589,407,494.98,32.36,10,0,27.6,"Summer",126.8617,2017,"Mar",-94.02,4.76,"Pre-2020","No Promotion"
2017-03-01,"W003","PDI216","DIY & Decorating","East",742,407,373,494.48,45.05,20,0,46.58,"Winter",121.2175,2017,"Mar",87.48,-1.53,"Pre-2020","No Promotion"
2017-03-01,"W003","PGA290","Gardening","Central",852,669,381,545.05,10.64,10,1,10.76,"Winter",125.5373,2017,"Mar",-123.95,-0.119999999999999,"Pre-2020","Promotion"
2017-03-01,"W003","PPE296","Pet Supplies","Central",589,328,336,298.39,18,10,0,16.48,"Winter",123.0377,2017,"Mar",-29.61,1.52,"Pre-2020","No Promotion"
2017-03-01,"W003","PHE179","Health & Beauty","East",443,254,228,280.03,41.58,20,0,38.24,"Spring",125.8801,2017,"Mar",26.03,3.34,"Pre-2020","No Promotion"
2017-03-01,"W003","PST644","Stationery & Office Supplies","Central",877,685,448,515.66,44.18,10,0,40.07,"Winter",128.6043,2017,"Mar",-169.34,4.11,"Pre-2020","No Promotion"
2017-03-01,"W003","PTO739","Toys & Games","East",585,375,313,350.41,12.81,10,0,12.05,"Autumn",123.4741,2017,"Mar",-24.59,0.76,"Pre-2020","No Promotion"
2017-03-01,"W003","PSE833","Seasonal Products","East",591,467,328,419.87,6.91,10,0,6.86,"Spring",123.1469,2017,"Mar",-47.13,0.0499999999999998,"Pre-2020","No Promotion"
2017-03-01,"W004","PHO475","Household Essentials","East",1084,794,550,901.4,26.39,0,1,24.07,"Winter",121.8812,2017,"Mar",107.4,2.32,"Pre-2020","Promotion"
2017-03-01,"W004","PHO643","Homeware","North",1076,558,538,675.1,32.34,10,1,30.69,"Winter",124.1559,2017,"Mar",117.1,1.65,"Pre-2020","Promotion"
2017-03-01,"W004","PDI908","DIY & Decorating","East",874,601,432,750.81,22.46,0,0,23.39,"Autumn",125.0827,2017,"Mar",149.81,-0.93,"Pre-2020","No Promotion"
2017-03-01,"W004","PGA317","Gardening","East",826,466,349,476.62,43.8,20,1,43.23,"Winter",127.0055,2017,"Mar",10.62,0.57,"Pre-2020","Promotion"
2017-03-01,"W004","PPE728","Pet Supplies","North",583,326,333,406.25,36.41,0,0,37.91,"Summer",123.1823,2017,"Mar",80.25,-1.5,"Pre-2020","No Promotion"
2017-03-01,"W004","PHE448","Health & Beauty","Central",787,544,420,635.42,37.87,0,1,34.61,"Winter",127.014,2017,"Mar",91.42,3.26,"Pre-2020","Promotion"
2017-03-01,"W004","PST379","Stationery & Office Supplies","Central",679,462,275,462.3,32.19,20,0,32.08,"Summer",123.3121,2017,"Mar",0.300000000000011,0.109999999999999,"Pre-2020","No Promotion"
2017-03-01,"W004","PTO416","Toys & Games","East",748,592,440,704.3,49.59,20,0,45.88,"Spring",122.8516,2017,"Mar",112.3,3.71,"Pre-2020","No Promotion"
2017-03-01,"W004","PSE693","Seasonal Products","South",879,592,383,480.6,48.81,10,1,50.21,"Winter",123.1669,2017,"Mar",-111.4,-1.4,"Pre-2020","Promotion"
2017-03-01,"W005","PHO357","Household Essentials","South",959,699,390,767.1,24.57,20,0,23.05,"Autumn",125.5609,2017,"Mar",68.1,1.52,"Pre-2020","No Promotion"
2017-03-01,"W005","PHO732","Homeware","North",1091,783,540,881.39,26.03,10,0,22.22,"Summer",125.8286,2017,"Mar",98.39,3.81,"Pre-2020","No Promotion"
2017-03-01,"W005","PDI352","DIY & Decorating","West",791,499,378,469.97,14.84,0,0,12.89,"Spring",120.8839,2017,"Mar",-29.03,1.95,"Pre-2020","No Promotion"
2017-03-01,"W005","PGA635","Gardening","East",520,391,303,453.56,31.51,10,1,32.21,"Autumn",123.089,2017,"Mar",62.56,-0.699999999999999,"Pre-2020","Promotion"
2017-03-01,"W005","PPE228","Pet Supplies","West",410,223,210,178.7,14.09,0,0,12.64,"Spring",127.5707,2017,"Mar",-44.3,1.45,"Pre-2020","No Promotion"
2017-03-01,"W005","PHE478","Health & Beauty","East",897,506,426,455.99,42.12,20,1,41.61,"Summer",122.9409,2017,"Mar",-50.01,0.509999999999998,"Pre-2020","Promotion"
2017-03-01,"W005","PST574","Stationery & Office Supplies","West",594,423,299,333.87,5.02,0,1,4.29,"Autumn",122.2058,2017,"Mar",-89.13,0.73,"Pre-2020","Promotion"
2017-03-01,"W005","PTO461","Toys & Games","East",699,358,383,444.09,40.03,0,1,40.92,"Summer",124.9407,2017,"Mar",86.09,-0.890000000000001,"Pre-2020","Promotion"
2017-03-01,"W005","PSE876","Seasonal Products","West",405,323,221,348.41,33.79,20,1,34.88,"Summer",129.5423,2017,"Mar",25.41,-1.09,"Pre-2020","Promotion"
2017-04-01,"W001","PHO204","Household Essentials","East",1151,610,597,671.08,13.8,20,1,13.59,"Summer",125.7499,2017,"Apr",61.08,0.210000000000001,"Pre-2020","Promotion"
2017-04-01,"W001","PHO420","Homeware","North",1207,874,565,988.44,26.83,20,0,26.23,"Winter",123.557,2017,"Apr",114.44,0.599999999999998,"Pre-2020","No Promotion"
2017-04-01,"W001","PDI900","DIY & Decorating","Central",797,447,458,360.61,30.34,10,1,30.73,"Autumn",121.856,2017,"Apr",-86.39,-0.390000000000001,"Pre-2020","Promotion"
2017-04-01,"W001","PGA184","Gardening","East",813,610,412,703.79,43.4,0,0,40.73,"Autumn",122.6424,2017,"Apr",93.79,2.67,"Pre-2020","No Promotion"
2017-04-01,"W001","PPE304","Pet Supplies","West",474,364,203,379.4,40.27,20,0,36.43,"Spring",122.2769,2017,"Apr",15.4,3.84,"Pre-2020","No Promotion"
2017-04-01,"W001","PHE817","Health & Beauty","West",730,456,432,475.03,11.23,20,1,10.77,"Spring",124.7521,2017,"Apr",19.03,0.460000000000001,"Pre-2020","Promotion"
2017-04-01,"W001","PST765","Stationery & Office Supplies","East",527,335,285,352.3,43.46,20,0,40.33,"Spring",123.1438,2017,"Apr",17.3,3.13,"Pre-2020","No Promotion"
2017-04-01,"W001","PTO896","Toys & Games","East",790,469,393,476.7,43.08,0,1,41.29,"Spring",125.2526,2017,"Apr",7.69999999999999,1.79,"Pre-2020","Promotion"
2017-04-01,"W001","PSE209","Seasonal Products","West",729,566,383,606.35,40.31,10,1,35.19,"Autumn",125.6972,2017,"Apr",40.35,5.12,"Pre-2020","Promotion"
2017-04-01,"W002","PHO176","Household Essentials","East",994,730,556,640.92,5.19,10,0,4.85,"Summer",124.2629,2017,"Apr",-89.08,0.340000000000001,"Pre-2020","No Promotion"
2017-04-01,"W002","PHO866","Homeware","Central",1181,867,639,766.99,9.38,10,1,7.97,"Summer",125.5097,2017,"Apr",-100.01,1.41,"Pre-2020","Promotion"
2017-04-01,"W002","PDI861","DIY & Decorating","West",836,454,346,343.12,48,0,0,43.68,"Spring",124.877,2017,"Apr",-110.88,4.32,"Pre-2020","No Promotion"
2017-04-01,"W002","PGA702","Gardening","East",562,388,331,427.53,40.08,0,1,36.52,"Spring",122.2217,2017,"Apr",39.53,3.56,"Pre-2020","Promotion"
2017-04-01,"W002","PPE969","Pet Supplies","Central",724,484,299,539.76,35.87,0,1,35.08,"Spring",124.0529,2017,"Apr",55.76,0.789999999999999,"Pre-2020","Promotion"
2017-04-01,"W002","PHE758","Health & Beauty","West",684,536,403,661.63,18.61,20,1,16.53,"Spring",128.1145,2017,"Apr",125.63,2.08,"Pre-2020","Promotion"
2017-04-01,"W002","PST483","Stationery & Office Supplies","Central",868,457,501,343.35,28.49,0,0,26.13,"Summer",124.9002,2017,"Apr",-113.65,2.36,"Pre-2020","No Promotion"
